model,dataset,demographics,auc,iteration,metric
text-embedding-ada-002,welfare,4,0.2278309045113954,6,spearman
M2V_base_output,welfare,11,0.14828508976735358,6,spearman
text-embedding-3-small,welfare,3,0.2533679684412232,6,spearman
mxbai-embed-large-v1,welfare,1,0.12200573733259747,6,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.09516486125092252,6,spearman
xlm-roberta-base,welfare,4,0.10232310183077675,6,spearman
potion-base-8M,welfare,4,0.15636697230337432,6,spearman
mmBERTscandi-base-embedding,welfare,1,0.1948509295829557,6,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.24976293683204068,6,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.3023163078218588,6,spearman
m2v-dfm-large,rai,Mand,0.20294971221873226,6,spearman
multilingual-e5-base,welfare,11,0.20943566290499965,6,spearman
mxbai-embed-large-v1,rai,Mand,0.14273073847641193,6,spearman
M2V_base_glove_subword,welfare,4,0.14126233564223445,6,spearman
M2V_base_glove,welfare,11,0.0834624319785504,6,spearman
potion-base-2M,welfare,4,0.13068240176444898,6,spearman
xlm-roberta-large,rai,Mand,0.10925678914622212,6,spearman
multilingual-e5-base,rai,Kvinde,0.1986553117675775,6,spearman
LaBSE,welfare,1,0.24504794142169983,6,spearman
M2V_base_glove_subword,welfare,3,0.09291817571879914,6,spearman
model2vecdk,rai,Unknown,0.23045823323829756,6,spearman
mmBERTscandi-base-embedding,welfare,3,0.18228070852772923,6,spearman
xlm-roberta-large,rai,Kvinde,0.11658232073752568,6,spearman
text-embedding-3-large,welfare,1,0.2685325422167316,6,spearman
potion-base-8M,rai,Mand,0.1253023755044314,6,spearman
LaBSE,welfare,3,0.222113894011218,6,spearman
model2vecdk-stem,welfare,4,0.1768063583211757,6,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.18083193830149671,6,spearman
text-embedding-3-large,welfare,3,0.23424397308314138,6,spearman
LaBSE,welfare,11,0.24274322543395507,6,spearman
potion-base-8M,welfare,11,0.14423427068143052,6,spearman
M2V_base_glove_subword,welfare,2,0.026793434333025522,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.23878040878638065,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0.29034840148489294,6,spearman
xlm-roberta-large,rai,Unknown,0.1614971481584339,6,spearman
multilingual-e5-base,welfare,4,0.1816325579775233,6,spearman
xlm-roberta-base,welfare,11,0.11895004192066339,6,spearman
nb-sbert-base,welfare,1,0.2771168950537209,6,spearman
bge-m3,welfare,2,0.2489040194679404,6,spearman
xlm-roberta-base,rai,Kvinde,0.1497696234789214,6,spearman
model2vecdk-stem,welfare,11,0.23182786779235676,6,spearman
multilingual-e5-large-instruct,welfare,2,0.23279338929843027,6,spearman
bge-m3,welfare,4,0.21705153500550112,6,spearman
M2V_base_glove,welfare,2,0.010403294028081938,6,spearman
potion-base-4M,welfare,1,0.12116022748568303,6,spearman
text-embedding-3-small,rai,Mand,0.18049998707667586,6,spearman
text-embedding-ada-002,welfare,2,0.2058602964562761,6,spearman
LaBSE,rai,Unknown,0.19072033191600157,6,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.3267026457759893,6,spearman
M2V_base_output,rai,Unknown,0.08277388712309144,6,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.2236202970048314,6,spearman
snowflake-arctic-embed-l-v2.0,welfare,1,0.25925701950122254,6,spearman
static-similarity-mrl-multilingual-v1,welfare,3,0.17153797839179574,6,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.23368367669130924,6,spearman
m2v-dfm-large,welfare,11,0.23616521553936917,6,spearman
mxbai-embed-large-v1,welfare,4,0.13734026230591206,6,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.13499694681007127,6,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.05107099132230269,6,spearman
multilingual-e5-small,rai,Unknown,0.20677962353690607,6,spearman
LaBSE,rai,Mand,0.1797071491465922,6,spearman
multilingual-e5-base,rai,Unknown,0.1966685855671402,6,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.32247019460389537,6,spearman
potion-base-4M,welfare,4,0.16824771944183659,6,spearman
mxbai-embed-large-v1,welfare,3,0.1028960988122229,6,spearman
multilingual-e5-small,rai,Kvinde,0.1940114090916943,6,spearman
potion-base-8M,welfare,3,0.09854571593866454,6,spearman
dfm-sentence-encoder-large,welfare,11,0.18404555480626614,6,spearman
multilingual-e5-large-instruct,welfare,3,0.2693687778407808,6,spearman
text-embedding-ada-002,rai,Mand,0.1918946474175565,6,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.13302463810691906,6,spearman
potion-base-4M,welfare,2,0.06710870720186728,6,spearman
M2V_base_output,rai,Kvinde,0.1084879322849623,6,spearman
model2vecdk,welfare,3,0.25675274829099337,6,spearman
M2V_base_glove,welfare,4,0.10754516009725916,6,spearman
xlm-roberta-large,welfare,11,0.1347986677051702,6,spearman
dfm-sentence-encoder-large,welfare,2,0.15207004476543148,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,0.2016289858197338,6,spearman
text-embedding-3-large,rai,Unknown,0.25143071966020925,6,spearman
multilingual-e5-large-instruct,welfare,11,0.23171096236165545,6,spearman
LaBSE,welfare,4,0.1965987072415949,6,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20894994462946925,6,spearman
multilingual-e5-small,welfare,4,0.17242623558464315,6,spearman
model2vecdk-stem,rai,Mand,0.16828860878967816,6,spearman
potion-base-2M,welfare,3,0.09830987913991318,6,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.3328802522896744,6,spearman
text-embedding-ada-002,welfare,1,0.2632080291862211,6,spearman
m2v-dfm-large,rai,Kvinde,0.19275247192154135,6,spearman
m2v-dfm-large,welfare,2,0.18176567162146906,6,spearman
M2V_base_output,welfare,1,0.10299600246028193,6,spearman
potion-multilingual-128M,rai,Mand,0.16506746198363628,6,spearman
dfm-sentence-encoder-large,welfare,1,0.16625276892728783,6,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,4,0.13700356631381233,6,spearman
potion-base-2M,rai,Mand,0.12163803425428285,6,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.21411428954706377,6,spearman
multilingual-e5-small,welfare,3,0.1622661548951955,6,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.2051110333235796,6,spearman
multilingual-e5-small,welfare,2,0.1732942122198782,6,spearman
text-embedding-3-small,welfare,1,0.2720392765950531,6,spearman
xlm-roberta-base,welfare,3,0.08012077134109041,6,spearman
text-embedding-3-small,welfare,11,0.29325052538848206,6,spearman
multilingual-e5-small,welfare,1,0.20978312909137029,6,spearman
Qwen3-Embedding-0.6B,welfare,1,0.08621370353514539,6,spearman
potion-base-4M,rai,Mand,0.11534754166626965,6,spearman
mmBERTscandi-base-embedding,rai,Mand,0.14936109066354103,6,spearman
xlm-roberta-large,welfare,4,0.15712103067807145,6,spearman
potion-multilingual-128M,welfare,2,0.16390694838015635,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0.1929750005517363,6,spearman
bge-m3,welfare,1,0.25335650145349287,6,spearman
multilingual-e5-large,welfare,3,0.21621680497556656,6,spearman
multilingual-e5-base,rai,Mand,0.174622262697767,6,spearman
text-embedding-ada-002,welfare,11,0.2753663321341511,6,spearman
potion-multilingual-128M,welfare,3,0.22025834217201407,6,spearman
potion-base-8M,welfare,1,0.12142814299730671,6,spearman
potion-multilingual-128M,rai,Unknown,0.1507596334228715,6,spearman
m2v-dfm-large,welfare,3,0.19161385873547676,6,spearman
potion-base-4M,rai,Kvinde,0.10244552775289277,6,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.15324451428789823,6,spearman
text-embedding-ada-002,rai,Unknown,0.236665456301938,6,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.11233185094541429,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.27972548471929015,6,spearman
model2vecdk-stem,welfare,2,0.13466490518445626,6,spearman
dfm-sentence-encoder-large,welfare,3,0.15773038215169927,6,spearman
xlm-roberta-large,welfare,3,0.1331006951394758,6,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.2519524642345725,6,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.21045968039427396,6,spearman
nb-sbert-base,rai,Mand,0.23096595866842634,6,spearman
multilingual-e5-large-instruct,rai,Unknown,0.29767627221425497,6,spearman
bge-m3,welfare,11,0.2830433792856279,6,spearman
multilingual-e5-large,welfare,1,0.22541927614958354,6,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0.24461222697483306,6,spearman
text-embedding-3-small,welfare,2,0.2432149956953446,6,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.0981919070703859,6,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19993385479080736,6,spearman
text-embedding-3-large,welfare,2,0.22188897136744434,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.22655343493910032,6,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.23480812916840568,6,spearman
multilingual-e5-large,welfare,4,0.19550250732871488,6,spearman
xlm-roberta-large,welfare,2,0.04571295850603713,7,spearman
M2V_base_glove,welfare,3,0.07370726140297948,7,spearman
xlm-roberta-large,welfare,3,0.12659538237560772,7,spearman
potion-base-4M,welfare,3,0.11007175623314912,7,spearman
M2V_base_glove_subword,welfare,4,0.13943765777703188,7,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.2882505721116239,7,spearman
model2vecdk-stem,welfare,2,0.13512688306581055,7,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.08874998288845115,7,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.30336539476580104,7,spearman
multilingual-e5-large,rai,Kvinde,0.20423550712600466,7,spearman
multilingual-e5-small,welfare,2,0.1693844870987744,7,spearman
potion-base-8M,welfare,11,0.15241140895998204,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0.2809130207650894,7,spearman
text-embedding-3-small,welfare,4,0.27269267640622313,7,spearman
potion-base-4M,welfare,4,0.15782251626756158,7,spearman
m2v-dfm-large,welfare,1,0.21613434408296447,7,spearman
xlm-roberta-base,welfare,3,0.09099635126272272,7,spearman
multilingual-e5-base,welfare,1,0.20778965235727956,7,spearman
text-embedding-ada-002,rai,Kvinde,0.2050038491566384,7,spearman
dfm-sentence-encoder-large,welfare,3,0.16130492947847636,7,spearman
potion-base-2M,welfare,4,0.13085518091932874,7,spearman
multilingual-e5-large-instruct,welfare,2,0.24179798247405127,7,spearman
multilingual-e5-small,rai,Kvinde,0.19532894465241832,7,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.14281776466861776,7,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.21056838573064598,7,spearman
nb-sbert-base,welfare,3,0.23510487275800723,7,spearman
text-embedding-ada-002,welfare,3,0.22013615499413625,7,spearman
model2vecdk,rai,Mand,0.16707176849959413,7,spearman
multilingual-e5-large-instruct,welfare,11,0.23394329753610346,7,spearman
multilingual-e5-large,rai,Mand,0.17865910443685384,7,spearman
LaBSE,rai,Kvinde,0.17320777735137435,7,spearman
LaBSE,welfare,4,0.19792512625423037,7,spearman
xlm-roberta-base,welfare,11,0.10708306167315072,7,spearman
text-embedding-3-small,welfare,11,0.28675806407780785,7,spearman
text-embedding-ada-002,rai,Unknown,0.2244512074701702,7,spearman
potion-base-4M,welfare,1,0.12381556131776772,7,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.255045176900251,7,spearman
M2V_base_glove_subword,rai,Mand,0.12624370285205277,7,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.32174987446519976,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.2852697085724846,7,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.12200796635202264,7,spearman
nb-sbert-base,welfare,1,0.2749287484335391,7,spearman
mxbai-embed-large-v1,rai,Mand,0.14059551745355392,7,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.19398583274406167,7,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.29967824259791537,7,spearman
multilingual-e5-base,rai,Mand,0.1698980783915765,7,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.32519159732917813,7,spearman
text-embedding-ada-002,welfare,11,0.270612183815343,7,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.15128410269750173,7,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.016737304784173433,7,spearman
dfm-sentence-encoder-large,rai,Unknown,0.20743632395566064,7,spearman
potion-multilingual-128M,welfare,2,0.16955093137832672,7,spearman
potion-base-8M,welfare,4,0.17365556885909256,7,spearman
bge-m3,rai,Unknown,0.19097177794283174,7,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19708034886397438,7,spearman
LaBSE,welfare,11,0.24960836239032455,7,spearman
multilingual-e5-large-instruct,welfare,3,0.26079227216025375,7,spearman
xlm-roberta-large,welfare,1,0.09863271808251298,7,spearman
nb-sbert-base,welfare,11,0.26787327555748874,7,spearman
text-embedding-3-small,rai,Mand,0.1822111891408988,7,spearman
M2V_base_glove_subword,welfare,11,0.14525682366055548,7,spearman
multilingual-e5-small,welfare,11,0.19835176659848847,7,spearman
potion-base-2M,welfare,2,0.06702843785983084,7,spearman
potion-base-8M,welfare,2,0.05788754451832892,7,spearman
dfm-sentence-encoder-large,welfare,4,0.17395887111710254,7,spearman
potion-base-8M,rai,Mand,0.12803590943179619,7,spearman
model2vecdk-stem,rai,Kvinde,0.1896564536137431,7,spearman
LaBSE,welfare,2,0.22558546602205598,7,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.16658055552553763,7,spearman
Qwen3-Embedding-0.6B,welfare,11,0.0779944026884747,7,spearman
model2vecdk-stem,welfare,3,0.19263224141025678,7,spearman
M2V_base_glove,welfare,1,0.07026426315422472,7,spearman
model2vecdk,welfare,4,0.25616630859848943,7,spearman
Qwen3-Embedding-0.6B,welfare,4,-0.003061351832699976,7,spearman
snowflake-arctic-embed-l-v2.0,welfare,2,0.2561835987918393,7,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.10221645423390496,7,spearman
LaBSE,rai,Mand,0.17799109383453288,7,spearman
M2V_base_glove,welfare,2,0.010977657592526712,7,spearman
text-embedding-ada-002,welfare,4,0.23071897265893274,7,spearman
bge-m3,welfare,3,0.20197271667910563,7,spearman
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0.21050966839914304,7,spearman
M2V_base_output,welfare,3,0.10881110751461245,7,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20821025128388826,7,spearman
potion-base-2M,rai,Kvinde,0.09050953196563875,7,spearman
potion-multilingual-128M,rai,Mand,0.16609425565192124,7,spearman
nb-sbert-base,welfare,2,0.23184472134419543,7,spearman
bge-m3,welfare,11,0.2841685571817919,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0.1946815632346021,7,spearman
multilingual-e5-large,welfare,3,0.21216423839033796,7,spearman
potion-multilingual-128M,rai,Kvinde,0.1642276992830657,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.24344784418136722,7,spearman
xlm-roberta-large,rai,Kvinde,0.11728005842929497,7,spearman
potion-base-4M,rai,Mand,0.1158597941516181,7,spearman
multilingual-e5-large,welfare,1,0.22383163914301565,7,spearman
m2v-dfm-large,welfare,11,0.2301305590368925,7,spearman
mmBERTscandi-base-embedding,rai,Mand,0.15651467148552212,7,spearman
mmBERTscandi-base-embedding,welfare,1,0.18805752356792682,7,spearman
M2V_base_glove_subword,welfare,1,0.09493259275066607,7,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.23601087458552722,7,spearman
potion-multilingual-128M,welfare,1,0.2427245950989525,7,spearman
xlm-roberta-large,welfare,4,0.14625397309301913,7,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.2314128038685526,7,spearman
multilingual-e5-large,welfare,2,0.21411833850930606,7,spearman
M2V_base_glove,rai,Kvinde,0.10905309665563663,7,spearman
potion-base-2M,welfare,1,0.1043891749931638,7,spearman
text-embedding-3-large,welfare,3,0.2325661003113725,7,spearman
model2vecdk,welfare,1,0.23378702692607553,7,spearman
mxbai-embed-large-v1,welfare,1,0.12235334879771001,7,spearman
model2vecdk,welfare,3,0.24552054450238534,7,spearman
potion-multilingual-128M,welfare,3,0.21713944033695626,7,spearman
text-embedding-ada-002,rai,Mand,0.19204811991802107,7,spearman
xlm-roberta-large,rai,Unknown,0.1798227118226513,7,spearman
multilingual-e5-small,welfare,1,0.20560903189525317,7,spearman
multilingual-e5-large-instruct,rai,Mand,0.21168479378899013,7,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12220783561758586,7,spearman
text-embedding-3-large,welfare,11,0.2679829541650613,7,spearman
model2vecdk,rai,Kvinde,0.18966352905300446,7,spearman
M2V_base_glove,rai,Unknown,0.06605000011645638,7,spearman
M2V_base_glove,welfare,11,0.08385895928816685,7,spearman
text-embedding-ada-002,welfare,2,0.1987875665806337,7,spearman
LaBSE,welfare,3,0.21702276300062875,7,spearman
bge-m3,rai,Mand,0.2004495145372025,7,spearman
multilingual-e5-base,welfare,2,0.1947093736836204,7,spearman
potion-base-4M,welfare,11,0.1610799602710776,7,spearman
potion-base-8M,rai,Unknown,0.08100035171766357,7,spearman
Qwen3-Embedding-0.6B,welfare,3,0.03707375747864138,7,spearman
mmBERTscandi-base-embedding,welfare,4,0.20613918744642773,7,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.2521065270713895,7,spearman
potion-multilingual-128M,welfare,4,0.25544248298800176,7,spearman
text-embedding-3-large,welfare,2,0.20710251331319815,7,spearman
multilingual-e5-base,welfare,3,0.19600945264119335,7,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16642706517656472,7,spearman
M2V_base_output,welfare,11,0.15847423351586465,7,spearman
M2V_base_glove,welfare,4,0.11559903922780068,7,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0.25433317229228775,7,spearman
model2vecdk-stem,welfare,1,0.1826307749635195,7,spearman
dfm-sentence-encoder-large,welfare,2,0.14357231468617188,7,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.32603213382157664,7,spearman
model2vecdk-stem,welfare,11,0.2294878633002289,7,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.20607000210510484,7,spearman
mmBERTscandi-base-embedding,welfare,3,0.17481762338942297,7,spearman
model2vecdk,rai,Unknown,0.22168437045007983,7,spearman
M2V_base_output,rai,Unknown,0.0703202861193732,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.24753520140115232,7,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.23506142988531967,7,spearman
multilingual-e5-small,rai,Unknown,0.2075702411496586,7,spearman
static-similarity-mrl-multilingual-v1,welfare,11,0.16453779421338394,7,spearman
model2vecdk-stem,rai,Unknown,0.16365908170532853,7,spearman
potion-base-8M,welfare,1,0.12967242746520383,7,spearman
potion-multilingual-128M,welfare,11,0.2595373801023756,7,spearman
potion-base-2M,welfare,11,0.16703564579227506,7,spearman
text-embedding-3-large,rai,Mand,0.22817691510318727,7,spearman
snowflake-arctic-embed-l-v2.0,welfare,1,0.2505003641217196,7,spearman
M2V_base_glove_subword,welfare,3,0.08771817714954905,7,spearman
M2V_base_output,welfare,2,0.03857878588575419,7,spearman
xlm-roberta-base,rai,Mand,0.13983362132076646,7,spearman
mxbai-embed-large-v1,rai,Unknown,0.19223298027817684,7,spearman
bge-m3,rai,Kvinde,0.2168391172862379,7,spearman
multilingual-e5-large,welfare,4,0.1955940963903551,7,spearman
text-embedding-3-large,rai,Unknown,0.2629991652555365,7,spearman
text-embedding-3-large,welfare,4,0.22157759920325892,7,spearman
multilingual-e5-large-instruct,welfare,1,0.27375321461671626,7,spearman
M2V_base_output,welfare,1,0.10880493774786923,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,0.2050380798250921,7,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,4,0.1443237244868544,7,spearman
EmbeddingGemma-Scandi-300m,welfare,3,0.3019617734047039,7,spearman
text-embedding-3-large,rai,Kvinde,0.22660262715516202,7,spearman
multilingual-e5-large,rai,Unknown,0.22191851773611282,7,spearman
xlm-roberta-large,rai,Mand,0.11226107929101131,7,spearman
mxbai-embed-large-v1,welfare,4,0.12853803143034237,7,spearman
model2vecdk-stem,rai,Mand,0.17260879327744683,7,spearman
static-similarity-mrl-multilingual-v1,welfare,3,0.1639378016727448,7,spearman
dfm-sentence-encoder-large,rai,Mand,0.1790403756177398,7,spearman
potion-base-8M,welfare,3,0.10189985633142076,7,spearman
potion-base-4M,welfare,2,0.07394865807520044,7,spearman
M2V_base_glove,rai,Mand,0.11488506201319966,7,spearman
text-embedding-3-small,welfare,2,0.24815935867679229,7,spearman
text-embedding-3-small,welfare,1,0.28274190009113487,7,spearman
nb-sbert-base,rai,Mand,0.2247798254505664,7,spearman
bge-m3,welfare,2,0.24730824346148214,7,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.27004381093906454,7,spearman
xlm-roberta-base,rai,Unknown,0.16833239191968224,7,spearman
text-embedding-ada-002,welfare,1,0.2603626996267234,7,spearman
model2vecdk-stem,welfare,4,0.17956720061101725,7,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.24675475935083435,7,spearman
M2V_base_glove_subword,welfare,2,0.02367153862780295,7,spearman
M2V_base_output,welfare,4,0.14453035050956958,7,spearman
xlm-roberta-base,rai,Kvinde,0.1465501063427052,7,spearman
bge-m3,welfare,4,0.22361966012215137,7,spearman
potion-multilingual-128M,rai,Unknown,0.16782255555765926,7,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.21130833315152484,7,spearman
m2v-dfm-large,rai,Unknown,0.22628342846719254,7,spearman
mxbai-embed-large-v1,welfare,11,0.11718363908998028,7,spearman
LaBSE,rai,Unknown,0.18519194817025422,7,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.11149113984984267,7,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.17969458317416034,7,spearman
model2vecdk,welfare,11,0.2920474820951245,7,spearman
potion-base-8M,rai,Kvinde,0.10203874138672996,7,spearman
xlm-roberta-base,welfare,1,0.0829973110583252,7,spearman
text-embedding-3-small,welfare,3,0.25139314526516787,7,spearman
m2v-dfm-large,welfare,2,0.16494146487244077,7,spearman
Qwen3-Embedding-0.6B,welfare,1,0.07971782919163817,7,spearman
dfm-sentence-encoder-large,welfare,11,0.19297188911998278,7,spearman
multilingual-e5-base,welfare,11,0.21046031221262268,7,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.17698872490092374,7,spearman
multilingual-e5-small,welfare,4,0.16433602583126955,7,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.15873005298927026,7,spearman
potion-base-2M,rai,Mand,0.11830885506878987,7,spearman
multilingual-e5-base,rai,Kvinde,0.19661381579144172,7,spearman
multilingual-e5-large-instruct,rai,Unknown,0.290598527704619,7,spearman
M2V_base_glove_subword,rai,Kvinde,0.10854830411602853,7,spearman
xlm-roberta-base,welfare,2,0.04416220255337066,7,spearman
multilingual-e5-base,welfare,4,0.18545483652779665,7,spearman
mxbai-embed-large-v1,welfare,2,0.0834346651699515,7,spearman
M2V_base_glove_subword,rai,Unknown,0.10743579117905033,7,spearman
nb-sbert-base,rai,Unknown,0.22985296183192952,7,spearman
m2v-dfm-large,rai,Mand,0.2065242451753361,7,spearman
multilingual-e5-large,welfare,11,0.23227958340203694,7,spearman
xlm-roberta-base,welfare,4,0.10440376081155857,7,spearman
text-embedding-3-large,welfare,1,0.27038697122484706,7,spearman
m2v-dfm-large,welfare,3,0.1911210965299165,7,spearman
potion-base-4M,rai,Unknown,0.07875148410164895,7,spearman
m2v-dfm-large,rai,Kvinde,0.18897918161723154,7,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.1339902969604212,7,spearman
mmBERTscandi-base-embedding,welfare,2,0.14049973254093712,7,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.05047422792134442,7,spearman
potion-base-4M,rai,Kvinde,0.09521538827169956,7,spearman
xlm-roberta-large,welfare,11,0.15092060222022624,7,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.2620397465597922,7,spearman
mxbai-embed-large-v1,welfare,3,0.10880268693078858,7,spearman
dfm-sentence-encoder-large,welfare,1,0.17263126323655614,7,spearman
M2V_base_output,rai,Kvinde,0.10566389730333964,7,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.18996393517516857,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.29265447871060096,7,spearman
text-embedding-3-small,rai,Unknown,0.19560721234630188,7,spearman
M2V_base_output,rai,Mand,0.13295616729072532,7,spearman
multilingual-e5-small,rai,Mand,0.17518768185820194,7,spearman
multilingual-e5-small,welfare,3,0.1703450684932114,7,spearman
LaBSE,welfare,1,0.24296698506326372,7,spearman
model2vecdk,welfare,2,0.1993347216496822,7,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.15261843167685862,7,spearman
m2v-dfm-large,welfare,4,0.20599464124689928,7,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.13905083491469644,7,spearman
text-embedding-3-small,rai,Kvinde,0.2050193996876791,7,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.24870302194236846,7,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.25526397909165033,7,spearman
Qwen3-Embedding-0.6B,welfare,2,0.09005493003288874,7,spearman
multilingual-e5-large-instruct,welfare,4,0.19843570332740684,7,spearman
potion-base-2M,welfare,3,0.10138383666308466,7,spearman
mmBERTscandi-base-embedding,welfare,11,0.21852186056902845,7,spearman
nb-sbert-base,rai,Kvinde,0.21824184272315694,7,spearman
mxbai-embed-large-v1,rai,Kvinde,0.12284011646196094,7,spearman
multilingual-e5-base,rai,Unknown,0.19668531312535464,7,spearman
nb-sbert-base,welfare,4,0.24015135015307248,7,spearman
bge-m3,welfare,1,0.2718582493947036,7,spearman
potion-base-2M,rai,Unknown,0.09558612422368316,7,spearman
mmBERTscandi-base-embedding,welfare,4,0.20186833304515725,8,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.33258455036797413,8,spearman
mmBERTscandi-base-embedding,rai,Mand,0.1511439370335677,8,spearman
model2vecdk,welfare,11,0.29391373589313935,8,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,4,0.14609538349534634,8,spearman
model2vecdk,welfare,2,0.18847194764081227,8,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.22500669956900674,8,spearman
mmBERTscandi-base-embedding,welfare,3,0.16899025814432728,8,spearman
xlm-roberta-base,welfare,4,0.10585755865073407,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,0.2051874247915874,8,spearman
multilingual-e5-base,rai,Mand,0.17660733066605575,8,spearman
multilingual-e5-base,welfare,3,0.19430361487196457,8,spearman
Qwen3-Embedding-0.6B,welfare,3,0.025349510701656218,8,spearman
potion-multilingual-128M,rai,Unknown,0.17121079652641286,8,spearman
bge-m3,welfare,1,0.25768572371922815,8,spearman
xlm-roberta-base,rai,Unknown,0.16240504965907243,8,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.14134355005809862,8,spearman
M2V_base_output,rai,Unknown,0.05842962522644836,8,spearman
bge-m3,welfare,4,0.2225987895462708,8,spearman
potion-base-2M,rai,Mand,0.11844114029908782,8,spearman
