model,dataset,demographics,iteration,auc
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,6,0.3271084180409641
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,2,0,0.2161531666009135
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,4,0,0.1778764816935487
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,4,3,0.30051571748510875
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,11,5,0.3475579887431468
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,0,0.290590735680276
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Unknown,5,0.4104055380795078
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,6,0.3456274604768683
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,6,0.416096728689879
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,2,0.12412863158891603
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,2,0.4468264440363657
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,4,0,0.21099241529124133
multilingual-e5-large-instruct__prompt-topic,welfare,2,7,0.4828382642492216
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,11,4,0.371398631896821
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,3,0.16528040195848626
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,4,4,0.27935456867295566
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Unknown,4,0.22009029802318478
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,1,1,0.2278064196278345
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,2,1,0.18696301877573318
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,0,0.23247065977061246
multilingual-e5-large-instruct__prompt-grouping,welfare,3,2,0.44609248584543665
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Unknown,6,0.25853697012753757
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,1,0.22884098492897265
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,11,1,0.4105541878438664
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,9,0.3605984701683451
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,2,0.16304712529467782
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,11,0,0.2540763170177088
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,3,7,0.23425227049684075
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Kvinde,6,0.34343762942390277
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,5,0.35983200366646084
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,1,0,0.42692333940072547
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,8,0.42735829802063946
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,3,0.30792853484180166
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,4,4,0.16879126010904782
multilingual-e5-large-instruct__prompt-similarity,welfare,2,7,0.4155905295604012
multilingual-e5-large-instruct__prompt-grouping,welfare,4,8,0.37241544642301233
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,7,0.16600445104317804
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,3,9,0.42869284641862526
multilingual-e5-large-instruct__prompt-meaning,rai,Unknown,5,0.4214643882952673
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,3,0.4707702664057099
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,6,0.11939841516661219
multilingual-e5-large-instruct__prompt-similarity,welfare,1,9,0.47677775993821114
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Unknown,3,0.29812565663833374
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,1,0.4282845136495927
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Mand,6,0.2219433608018064
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,3,7,0.44691169078436327
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,11,8,0.3584285806402778
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,4,3,0.2139903360768139
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,7,0.44709132323718287
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,8,0.22257813552248557
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,9,0.19190156324229604
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Mand,5,0.24272528670576726
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,2,3,0.3338130587328334
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,5,0.24456843514458065
multilingual-e5-large-instruct__prompt-similarity,welfare,1,0,0.45697219578156056
multilingual-e5-large-instruct__prompt-topic,welfare,11,0,0.47138132631322316
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,4,0.2946861018259271
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,7,0.44902391412966375
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,0,0.436250806223091
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,1,8,0.4234219262775861
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,2,0.2844363952084179
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,7,0.34679478670734526
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,6,0.42732893376960773
multilingual-e5-large-instruct__prompt-similarity,welfare,3,3,0.41532585203788586
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,2,9,0.23032842370676881
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,3,3,0.2851819273425692
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,8,0.20283644015288851
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,2,7,0.38854319663368014
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,9,0.22595860728661837
multilingual-e5-large-instruct__prompt-grouping,welfare,3,4,0.43669754615857237
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,9,0.48321479967043013
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,3,4,0.3780796389282077
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,3,7,0.20911157253205206
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,8,0.21160137176605612
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,9,0.23627785885766708
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,3,0.4757553248999509
multilingual-e5-large-instruct__prompt-topic,welfare,1,2,0.49697469005491063
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,3,8,0.3797510499387689
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Mand,9,0.3831933359102911
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,1,0.26706775834571717
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,4,0.1656640706601156
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Unknown,6,0.24420198326735051
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,7,0.41233509342858377
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,9,0.12212056996511357
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Unknown,9,0.2870686159717462
multilingual-e5-large-instruct__prompt-cluster,welfare,11,6,0.4286395748821269
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,3,9,0.38635421648305435
Qwen3-Embedding-0.6B__prompt-topic,welfare,4,9,0.26527819469617864
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,3,0.3391164565524059
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,11,5,0.21505291702471582
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,1,0.3471480482872321
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,7,0.3443598835305206
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,3,3,0.3894976464537105
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,3,6,0.20867962643166585
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,11,2,0.34633053296516975
multilingual-e5-large-instruct__prompt-grouping,welfare,3,8,0.4307982529657292
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Unknown,2,0.22141845425344348
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,5,0.436330205417132
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,2,0.2680123805889199
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,4,0.3445288995877692
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,2,2,0.3878249472631296
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Mand,3,0.19989099961251752
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,9,0.33720181626600887
multilingual-e5-large-instruct__prompt-meaning,welfare,2,0,0.40834165734337186
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,9,0.32846647112332666
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Unknown,9,0.15182784347106637
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,2,0.13660575326466692
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,11,5,0.2135418066242544
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,8,0.31400838233794565
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,2,0.4246256023110324
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,1,0.4032397357688299
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,4,7,0.273349247229997
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Mand,4,0.2522366622691315
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,9,0.2351153206162202
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,4,2,0.17470054023617668
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,6,0.4396491691232998
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Mand,0,0.3441788281238282
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,5,0.40940311118800826
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,3,5,0.34777702993220755
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Kvinde,7,0.19024370011092212
multilingual-e5-large-instruct__prompt-similarity,welfare,3,4,0.41724692980379524
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,4,0.26130709018262466
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,2,0.3523120634765615
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,2,0.24177982434655573
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,11,1,0.3400458649896529
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,4,0,0.20736657276463638
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,4,0.2238669437862358
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,9,0.386340530026898
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,11,7,0.3756324337644143
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Unknown,1,0.38650642604769003
Qwen3-Embedding-0.6B__prompt-meaning,welfare,11,3,0.3402980773856858
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,3,0.3848562386828822
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,4,6,0.17349803058473767
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Mand,1,0.3797334951398179
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,11,7,0.2000810918303488
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Unknown,8,0.18534711138182489
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,4,0,0.34051876604199227
multilingual-e5-large-instruct__prompt-meaning,welfare,2,4,0.3997033042475509
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,1,6,0.4362240481944657
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,4,0.2209389702090951
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,11,8,0.3625007813429186
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Unknown,3,0.2565597987720901
multilingual-e5-large-instruct__prompt-similarity,welfare,3,0,0.40215893410112336
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,9,0.11340237382587152
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Kvinde,5,0.3774930392319136
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Mand,5,0.15617711234634826
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,1,2,0.3319657972272419
multilingual-e5-large-instruct__prompt-meaning,welfare,4,4,0.35826196922195697
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,2,2,0.4000073527152826
multilingual-e5-large-instruct__prompt-meaning,welfare,3,1,0.41657182957475863
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,2,0.1970227812560798
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,3,0.42830410502442107
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,7,0.2085834986546191
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,4,7,0.17018512874220432
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,6,0.26800939199019097
multilingual-e5-large-instruct__prompt-grouping,welfare,2,4,0.43246071664177976
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,11,6,0.3566996121369477
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Kvinde,4,0.1931903479067031
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Mand,1,0.24093989086877382
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,6,0.14507592408084055
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,0,0.3569693788398557
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,4,3,0.2975912487823364
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,11,2,0.33625934172949284
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Mand,9,0.22511413064141036
multilingual-e5-large-instruct__prompt-topic,welfare,1,3,0.48190558807269135
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Unknown,4,0.24889476640652375
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,1,9,0.40984775452573574
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,4,0.3232356979004587
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,2,8,0.347438560878407
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Mand,6,0.16694606299183826
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,11,9,0.3667644152908952
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,4,0.3428891335098852
multilingual-e5-large-instruct__prompt-grouping,welfare,11,4,0.41273036921489137
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,9,0.3126559848717506
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Mand,4,0.10860890816178712
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,9,0.30314575855485487
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,4,0.41222999563749163
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,8,0.1424458136691326
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,4,0.14207281778761538
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,1,0.3308004809239378
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,11,9,0.3752460506456659
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,4,0.19546618288651268
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Unknown,1,0.28609692648414026
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,8,0.38228613687104057
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,4,0.4079287857395475
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,7,0.24893540020016836
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,8,0.1506825737315244
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,2,0,0.3805704683483961
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Kvinde,7,0.34260458341385597
multilingual-e5-large-instruct__prompt-topic,welfare,4,3,0.4400178254702972
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,4,2,0.16860641467846374
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,2,0,0.4430436412240765
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Unknown,5,0.28114920401608146
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,4,0.34888812672052427
Qwen3-Embedding-0.6B__prompt-meaning,rai,Kvinde,3,0.15386541834032594
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,3,5,0.38124138204796887
Qwen3-Embedding-0.6B__prompt-meaning,welfare,11,8,0.3205418863011824
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,6,0.19934010073724964
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,1,2,0.3745853423250832
Qwen3-Embedding-0.6B__prompt-topic,welfare,2,8,0.33122040221842364
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,1,0.36703086053323497
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,3,6,0.2001616673347466
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,3,0,0.3287851958681824
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,7,0.2129566322403654
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,2,4,0.38951489155679453
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,6,0.4312156212337755
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,3,8,0.37361074950414713
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,0,0.33555061657179747
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,4,0.2154293229014879
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,7,0.29437245396266076
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,0,0.37717648058068237
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,11,0,0.22995372702660224
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,3,3,0.2623821886978891
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,5,0.20262427964557295
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,5,0.22186189647834106
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,0,0.1132009663289539
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,9,0.2067944622489326
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,4,2,0.17315952386863961
multilingual-e5-large-instruct__prompt-similarity,rai,Kvinde,6,0.36738397679436413
multilingual-e5-large-instruct__prompt-similarity,welfare,3,7,0.41728073026824813
Qwen3-Embedding-0.6B__prompt-topic,welfare,4,3,0.2804032540426722
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,7,0.2602341134766242
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,5,0.23102710738901722
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,3,0.2059246213560413
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,2,6,0.32435710612040003
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,7,0.29336313883329784
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Kvinde,9,0.26776164003829944
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Mand,9,0.2324176844776692
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,1,0.36466849601266615
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,1,0.37008067916595516
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,11,4,0.19385887598993726
Qwen3-Embedding-0.6B__prompt-topic,rai,Kvinde,6,0.18548002638054822
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,1,0.4500977727316455
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Mand,7,0.3716963410682739
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,4,7,0.2755042151732085
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Mand,8,0.20044524025517693
multilingual-e5-large-instruct__prompt-meaning,rai,Unknown,8,0.40709220831516313
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,5,0.33435010389815467
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,8,0.2846642760744964
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Unknown,0,0.2979018196729264
multilingual-e5-large-instruct__prompt-topic,rai,Mand,7,0.33991920730992037
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,5,0.4520627196762831
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,2,0.2182113316232851
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,0,0.17743771789244486
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Unknown,6,0.21569429800189815
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,0,0.1961994923329391
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Unknown,0,0.19462629560587485
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,1,0.2265804270875014
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,1,7,0.42926477544161096
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,6,0.28005914039663105
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,4,0.2844426616417701
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,2,0.3565492767934235
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,7,0.28568854603849075
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,3,0.2521652082953165
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,0,0.1629876740870789
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,1,0.44325462320853554
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,0,0.20885271653539428
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,1,3,0.2909879240358029
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Unknown,7,0.39269322993912786
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,6,0.2926032290019755
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,1,0.2142748544860332
