model,dataset,demographics,iteration,auc
potion-base-8M,welfare,11,8,0.2282688943172335
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,4,0.5049063283637689
m2v-dfm-large,welfare,2,2,0.33851482065729877
LaBSE,welfare,1,3,0.477957798391086
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,7,0.34110652691717336
multilingual-e5-small,welfare,1,4,0.41143491674171473
text-embedding-ada-002,rai,Unknown,1,0.4117949604537472
multilingual-e5-large,welfare,2,5,0.39644906471744173
m2v-dfm-large,welfare,1,4,0.41868408345859914
bge-m3,welfare,2,3,0.4524356653048746
Qwen3-Embedding-0.6B,welfare,2,3,0.28177262302971307
potion-base-4M,welfare,11,0,0.22850053562892522
nb-sbert-base,welfare,2,4,0.46191786404572427
LaBSE,welfare,2,6,0.4217579704581894
mxbai-embed-large-v1,welfare,4,6,0.1718202815835119
xlm-roberta-large,welfare,1,8,0.1398001924682171
M2V_base_glove_subword,rai,Unknown,9,0.10281731063851222
multilingual-e5-base,welfare,1,8,0.4111584005461891
snowflake-arctic-embed-l-v2.0,welfare,1,7,0.5051133170388116
paraphrase-multilingual-mpnet-base-v2,welfare,2,2,0.5094442542117874
model2vecdk-stem,welfare,1,3,0.33703492146887143
xlm-roberta-base,welfare,1,8,0.08490503901259518
M2V_base_output,welfare,11,1,0.23171805414584376
model2vecdk-stem,rai,Kvinde,1,0.2896251329112239
M2V_base_output,welfare,11,8,0.22715628260992526
text-embedding-3-small,welfare,11,4,0.44907860721473497
potion-base-4M,rai,Kvinde,1,0.1155640990817544
multilingual-e5-large,welfare,3,8,0.4009351034327384
text-embedding-3-large,rai,Kvinde,7,0.39404361868962656
M2V_base_glove_subword,rai,Mand,5,0.14851327226689215
text-embedding-ada-002,welfare,3,7,0.4374447281667759
xlm-roberta-base,rai,Kvinde,3,0.15843975270798538
potion-base-2M,rai,Unknown,9,0.11055815521869716
bge-m3,rai,Mand,0,0.3144085120819646
multilingual-e5-base,rai,Unknown,4,0.35890583541300936
nb-sbert-base,rai,Mand,8,0.35421307330933605
M2V_base_output,welfare,3,0,0.19454951217621394
paraphrase-multilingual-mpnet-base-v2,welfare,2,0,0.5070493058936152
potion-base-2M,welfare,11,8,0.20812737667278
LaBSE,welfare,3,1,0.45154600612983187
bge-m3,welfare,2,2,0.4604456155162493
text-embedding-3-large,rai,Mand,7,0.39179136036840667
nb-sbert-base,rai,Mand,7,0.35520288920206966
mxbai-embed-large-v1,welfare,3,8,0.18838504847511642
paraphrase-multilingual-mpnet-base-v2,welfare,4,7,0.5252812519826151
M2V_base_output,rai,Unknown,3,0.10227490774669407
potion-multilingual-128M,rai,Kvinde,8,0.25296588624444305
mxbai-embed-large-v1,welfare,11,2,0.22661515052542905
text-embedding-3-small,welfare,1,0,0.4919913811844028
Qwen3-Embedding-0.6B,rai,Kvinde,9,0.16695687640686196
mmBERTscandi-base-embedding,rai,Kvinde,2,0.2845535292415138
M2V_base_glove_subword,rai,Kvinde,4,0.1201838595106294
EmbeddingGemma-Scandi-300m,welfare,1,4,0.49247229251168767
bge-m3,welfare,1,6,0.4876378906988343
Qwen3-Embedding-0.6B,welfare,3,4,0.25253639783074766
multilingual-e5-large,welfare,3,1,0.39619898482772736
potion-base-4M,welfare,11,9,0.2248674975998712
paraphrase-multilingual-mpnet-base-v2,welfare,4,2,0.5224567721409518
mmBERTscandi-base-embedding,rai,Mand,4,0.28436360985194176
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0,0.35639652347925027
paraphrase-multilingual-mpnet-base-v2,welfare,2,4,0.5060402363000104
static-similarity-mrl-multilingual-v1,rai,Kvinde,8,0.21529054602699782
paraphrase-multilingual-mpnet-base-v2,welfare,1,9,0.5730403068035574
bge-m3,welfare,11,5,0.4474939299189204
M2V_base_glove,rai,Unknown,6,0.027855457605188937
dfm-sentence-encoder-large,welfare,4,1,0.3557090986265561
m2v-dfm-large,welfare,4,5,0.351785502484867
mmBERTscandi-base-embedding,welfare,2,9,0.3451103783113226
M2V_base_glove,welfare,4,7,0.037004149116097756
M2V_base_glove,rai,Mand,8,0.07592125575673064
text-embedding-ada-002,welfare,1,0,0.5099022744375072
M2V_base_output,welfare,11,3,0.22780158686369914
m2v-dfm-large,welfare,2,1,0.3423655819788572
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,7,0.49245951531159354
potion-base-4M,welfare,4,3,0.2550165633063343
multilingual-e5-base,welfare,11,4,0.3582228618992083
M2V_base_glove,welfare,4,9,0.03434434841945102
potion-base-4M,rai,Unknown,0,0.08199674104334292
mxbai-embed-large-v1,welfare,4,8,0.1692711089556026
paraphrase-multilingual-mpnet-base-v2,welfare,2,6,0.5077349645048695
potion-base-4M,rai,Unknown,1,0.08095795352439195
static-similarity-mrl-multilingual-v1,welfare,1,2,0.3621187374372388
potion-base-8M,welfare,11,7,0.23856692659082582
paraphrase-multilingual-mpnet-base-v2,welfare,4,3,0.5255594537386998
LaBSE,welfare,3,6,0.4511888406091409
text-embedding-3-large,rai,Unknown,7,0.4428817067960374
Qwen3-Embedding-Scandi-0.6B,rai,Mand,8,0.2822359899496099
Qwen3-Embedding-0.6B,rai,Kvinde,2,0.16637155139343857
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,5,0.39677967362784317
multilingual-e5-base,rai,Unknown,9,0.35092377799505425
multilingual-e5-small,rai,Kvinde,5,0.27966724048944563
M2V_base_glove_subword,welfare,1,1,0.21484447137410043
snowflake-arctic-embed-l-v2.0,welfare,1,6,0.5049801492832738
m2v-dfm-large,welfare,3,9,0.4087051562081857
xlm-roberta-large,welfare,1,9,0.140052874841921
M2V_base_output,rai,Mand,6,0.14626793520806278
nb-sbert-base,welfare,11,8,0.4779374397134625
potion-base-2M,rai,Kvinde,7,0.11043636326666871
bge-m3,welfare,3,3,0.43047006179786107
mmBERTscandi-base-embedding,welfare,4,6,0.3878818668449332
dfm-sentence-encoder-large,welfare,4,7,0.3651578713359658
paraphrase-multilingual-mpnet-base-v2,welfare,4,1,0.5281831468624603
EmbeddingGemma-Scandi-300m,rai,Mand,3,0.33336183806237396
xlm-roberta-base,rai,Mand,9,0.15057670313271143
m2v-dfm-large,welfare,3,2,0.4073547662068289
model2vecdk,rai,Unknown,3,0.30461177096836667
potion-base-8M,welfare,2,7,0.17134005729140944
potion-base-4M,welfare,1,2,0.2117065038215156
static-similarity-mrl-multilingual-v1,rai,Kvinde,6,0.21336389123743132
mxbai-embed-large-v1,welfare,4,1,0.17074781341835674
potion-base-8M,welfare,4,3,0.25882445439452767
bge-m3,welfare,1,9,0.4942427394893439
M2V_base_glove,welfare,2,1,-0.028232171981928775
M2V_base_output,welfare,1,9,0.213591469360805
LaBSE,welfare,3,2,0.45185056641165083
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,8,0.4052935829616804
snowflake-arctic-embed-l-v2.0,rai,Kvinde,9,0.35930532412780464
potion-base-2M,rai,Unknown,2,0.10757097777484846
potion-base-4M,welfare,2,0,0.16803735822276733
multilingual-e5-base,welfare,2,1,0.36804556814104256
Qwen3-Embedding-Scandi-0.6B,welfare,1,3,0.3543697119206512
text-embedding-3-small,welfare,11,5,0.4470234546331367
snowflake-arctic-embed-l-v2.0,welfare,11,3,0.46193880792264347
multilingual-e5-large-instruct,rai,Unknown,2,0.4565906593045002
multilingual-e5-base,welfare,2,4,0.37544971546631667
EmbeddingGemma-Scandi-300m,welfare,4,7,0.49922304998431566
text-embedding-3-small,welfare,11,0,0.4567341087743142
static-similarity-mrl-multilingual-v1,welfare,2,2,0.3060887559184905
M2V_base_glove,welfare,3,5,-0.013646502448787538
model2vecdk-stem,welfare,11,9,0.3898487092568036
potion-base-2M,rai,Unknown,0,0.11754895699734642
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,3,0.32591330731750284
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0,0.3568951762255596
snowflake-arctic-embed-l-v2.0,rai,Unknown,1,0.41969247561559564
multilingual-e5-large-instruct,rai,Unknown,1,0.45206131856729215
LaBSE,rai,Mand,0,0.30437126834398087
text-embedding-ada-002,welfare,2,2,0.44056313205390457
dfm-sentence-encoder-large,rai,Unknown,5,0.3175297148012204
potion-base-4M,rai,Mand,6,0.14699580786086192
dfm-sentence-encoder-large,welfare,1,6,0.3462617563765766
multilingual-e5-base,welfare,11,7,0.35424634413322487
mmBERTscandi-base-embedding,welfare,11,6,0.3751601370557665
LaBSE,rai,Kvinde,3,0.2868210392689284
M2V_base_glove_subword,welfare,1,7,0.2069583034859295
text-embedding-3-small,rai,Kvinde,6,0.330954002864758
model2vecdk-stem,welfare,4,0,0.31471121648453165
dfm-sentence-encoder-large,welfare,2,9,0.3072183690009775
text-embedding-3-small,rai,Unknown,7,0.36775246476924045
static-similarity-mrl-multilingual-v1,welfare,3,9,0.3244186123029128
multilingual-e5-base,welfare,11,2,0.3514492110560727
multilingual-e5-base,welfare,3,3,0.3700724044876656
xlm-roberta-large,welfare,1,2,0.13823016039657277
snowflake-arctic-embed-l-v2.0,welfare,2,1,0.4886522063558855
xlm-roberta-base,rai,Unknown,3,0.18882588723233668
m2v-dfm-large,welfare,11,5,0.37522048883617304
text-embedding-ada-002,welfare,4,7,0.4192615797855298
xlm-roberta-base,welfare,2,2,0.06055030943448953
model2vecdk-stem,welfare,3,2,0.3201909079240097
multilingual-e5-small,welfare,2,1,0.34267181083053333
M2V_base_glove,rai,Kvinde,2,0.017841776994024092
m2v-dfm-large,welfare,1,8,0.4194974314214589
static-similarity-mrl-multilingual-v1,rai,Unknown,4,0.26409809313114274
potion-base-2M,welfare,4,6,0.2074630585327826
text-embedding-3-large,welfare,11,4,0.47757939109736564
M2V_base_glove,welfare,1,8,-0.019308788178915844
multilingual-e5-large-instruct,rai,Kvinde,5,0.41964455944862666
mxbai-embed-large-v1,rai,Mand,9,0.21032266899859894
text-embedding-3-small,welfare,4,6,0.4759172492133542
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,6,0.34389183563949505
multilingual-e5-large,welfare,4,3,0.4093996701628953
text-embedding-3-large,welfare,2,1,0.4657480134340087
potion-base-8M,welfare,4,0,0.2567627823118675
M2V_base_output,rai,Kvinde,1,0.11688716687988757
multilingual-e5-large-instruct,welfare,2,4,0.5127496008649509
paraphrase-multilingual-mpnet-base-v2,welfare,4,4,0.5279564468030403
EmbeddingGemma-Scandi-300m,welfare,2,0,0.46103789868603257
paraphrase-multilingual-mpnet-base-v2,welfare,2,8,0.5059993111904585
M2V_base_glove,rai,Mand,6,0.07327459993484009
xlm-roberta-base,welfare,11,2,0.06669491027078839
dfm-sentence-encoder-large,welfare,3,4,0.34386957412747354
bge-m3,welfare,2,4,0.45819119336991837
M2V_base_glove_subword,welfare,3,1,0.2014583243053531
text-embedding-ada-002,welfare,4,1,0.42311863221584356
model2vecdk-stem,rai,Mand,2,0.2837258517173287
multilingual-e5-small,welfare,11,9,0.3680260066516223
potion-base-4M,welfare,2,3,0.16689260628134114
M2V_base_glove_subword,welfare,3,9,0.19708934792750285
Qwen3-Embedding-0.6B,welfare,3,5,0.24531737600601652
potion-multilingual-128M,rai,Kvinde,0,0.25231926930996207
dfm-sentence-encoder-large,welfare,3,3,0.3486167340896096
multilingual-e5-small,welfare,3,2,0.3525602595058587
potion-base-8M,welfare,1,4,0.21881262792314737
mxbai-embed-large-v1,rai,Kvinde,7,0.17623965640826597
xlm-roberta-base,welfare,1,0,0.08425953587290416
xlm-roberta-large,welfare,3,0,0.1561505536335501
nb-sbert-base,welfare,2,8,0.4690305782505322
Qwen3-Embedding-Scandi-0.6B,welfare,4,9,0.3035559026154573
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,3,0.3956542558143203
m2v-dfm-large,rai,Mand,9,0.32783891007271887
nb-sbert-base,welfare,3,1,0.4801560552921977
text-embedding-ada-002,rai,Unknown,6,0.4014543144932714
Qwen3-Embedding-0.6B,welfare,11,0,0.2904285494185059
EmbeddingGemma-Scandi-300m,welfare,4,5,0.4958268546887728
M2V_base_glove_subword,rai,Kvinde,0,0.11953247920431252
mxbai-embed-large-v1,rai,Mand,2,0.21099398783821374
multilingual-e5-small,rai,Mand,8,0.2961892701593518
Qwen3-Embedding-Scandi-0.6B,welfare,2,8,0.29554968274025595
Qwen3-Embedding-Scandi-0.6B,welfare,2,2,0.2904031101339297
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,4,0.34232309306211534
Qwen3-Embedding-Scandi-0.6B,welfare,11,5,0.27782277665167243
xlm-roberta-base,welfare,3,7,0.05594955771471395
xlm-roberta-large,welfare,3,2,0.1579841662286963
mmBERTscandi-base-embedding,welfare,1,7,0.4124014634784373
text-embedding-ada-002,rai,Unknown,3,0.39547625085633337
xlm-roberta-large,welfare,4,9,0.1792281691292601
text-embedding-3-large,welfare,3,4,0.4888321656278621
potion-multilingual-128M,rai,Mand,1,0.26958336981870573
Qwen3-Embedding-0.6B,welfare,4,8,0.18586445951743025
xlm-roberta-base,welfare,3,8,0.05171018938202018
m2v-dfm-large,rai,Unknown,7,0.3500620092870228
multilingual-e5-small,welfare,2,9,0.33699009714837025
text-embedding-3-large,welfare,1,9,0.5120355778102366
M2V_base_glove_subword,welfare,11,6,0.2323633700750066
LaBSE,rai,Kvinde,4,0.2880448483133944
model2vecdk-stem,rai,Mand,0,0.2815924631758117
static-similarity-mrl-multilingual-v1,rai,Mand,8,0.23798892347504721
potion-base-8M,welfare,4,5,0.25581943869801754
potion-multilingual-128M,rai,Kvinde,2,0.25393865931801235
multilingual-e5-large,welfare,4,0,0.40354982004036777
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,4,0.5451572845715645
mxbai-embed-large-v1,welfare,11,1,0.2329769470568407
M2V_base_output,welfare,2,7,0.15675029220335623
EmbeddingGemma-Scandi-300m,rai,Mand,9,0.33172999850948465
M2V_base_glove,welfare,11,5,0.020231423752220316
m2v-dfm-large,rai,Unknown,1,0.3663347279308075
model2vecdk,rai,Kvinde,3,0.2900419597067431
model2vecdk-stem,welfare,4,5,0.31099874011823225
dfm-sentence-encoder-large,welfare,4,6,0.35859487523535505
potion-base-4M,welfare,1,9,0.20766101688511576
multilingual-e5-small,welfare,4,0,0.3490027574173298
xlm-roberta-base,welfare,2,8,0.0616049105965698
M2V_base_glove_subword,welfare,4,7,0.25229708413904395
M2V_base_glove,rai,Kvinde,8,0.01537778667669316
text-embedding-3-small,rai,Unknown,4,0.3681607840907182
multilingual-e5-large,rai,Mand,4,0.30660408062791406
static-similarity-mrl-multilingual-v1,welfare,3,6,0.3216702140176009
xlm-roberta-base,welfare,11,3,0.07322642447352883
text-embedding-3-large,welfare,1,7,0.5138593519556639
multilingual-e5-large-instruct,welfare,1,7,0.5471839150011196
potion-multilingual-128M,rai,Mand,2,0.26697723437879134
paraphrase-multilingual-mpnet-base-v2,welfare,3,4,0.5246437848716847
dfm-sentence-encoder-large,welfare,3,9,0.3549827144732219
nb-sbert-base,welfare,2,5,0.4640701375230485
text-embedding-3-large,rai,Kvinde,1,0.39082137261340316
LaBSE,welfare,1,7,0.47892842766323523
mmBERTscandi-base-embedding,rai,Kvinde,8,0.285226914935397
snowflake-arctic-embed-l-v2.0,welfare,3,2,0.44969764620240676
multilingual-e5-base,welfare,4,2,0.34386693932055895
text-embedding-3-large,welfare,1,3,0.5122936685657545
xlm-roberta-base,rai,Mand,8,0.15688676706210972
M2V_base_output,welfare,2,3,0.15321386233303896
potion-base-2M,welfare,4,5,0.21369108095638342
dfm-sentence-encoder-large,rai,Mand,5,0.2806962790195059
model2vecdk,rai,Unknown,2,0.31719737143691784
bge-m3,rai,Kvinde,9,0.33828646493824277
Qwen3-Embedding-0.6B,welfare,2,9,0.29006578271448585
potion-base-4M,rai,Kvinde,6,0.1156434573681902
M2V_base_glove,rai,Mand,3,0.06984107080412212
potion-base-2M,welfare,4,0,0.21666159470809376
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,5,0.5161942883637338
multilingual-e5-small,welfare,3,6,0.35063940669042676
potion-base-2M,welfare,4,9,0.20943253389384572
snowflake-arctic-embed-l-v2.0,welfare,1,8,0.5067184679121408
xlm-roberta-base,rai,Unknown,9,0.18729598244907233
m2v-dfm-large,rai,Kvinde,9,0.3125938255934908
text-embedding-3-large,rai,Unknown,0,0.446271429455358
Qwen3-Embedding-0.6B,rai,Unknown,2,0.23032789228570866
dfm-sentence-encoder-large,welfare,1,7,0.34083427410426287
LaBSE,rai,Kvinde,0,0.2864243924821256
paraphrase-multilingual-mpnet-base-v2,welfare,2,7,0.504423242279974
multilingual-e5-large,welfare,1,6,0.43098701838305825
multilingual-e5-small,welfare,4,1,0.3438375553267291
model2vecdk-stem,rai,Mand,3,0.28468336552264684
potion-base-2M,rai,Unknown,8,0.09688506406127595
M2V_base_output,welfare,1,4,0.21310426003403835
potion-base-8M,welfare,3,4,0.20637784353472027
xlm-roberta-base,welfare,4,6,0.11510598360646546
text-embedding-3-small,rai,Kvinde,2,0.33183822531363216
potion-base-4M,welfare,1,1,0.20992916737713505
m2v-dfm-large,welfare,11,7,0.37610178811473244
potion-base-2M,welfare,2,3,0.15300393983255073
EmbeddingGemma-Scandi-300m,welfare,11,8,0.514226400541875
model2vecdk-stem,rai,Mand,1,0.2847038494260098
LaBSE,rai,Unknown,8,0.3477688728675789
mxbai-embed-large-v1,rai,Kvinde,2,0.17845162005033863
EmbeddingGemma-Scandi-300m,welfare,1,3,0.4901226116880208
multilingual-e5-large-instruct,welfare,11,2,0.482557631386508
Qwen3-Embedding-Scandi-0.6B,welfare,11,6,0.2832634842873869
multilingual-e5-large,rai,Unknown,8,0.3641106220499838
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,8,0.5452766559549921
snowflake-arctic-embed-l-v2.0,welfare,3,3,0.4506718877373176
potion-multilingual-128M,welfare,1,7,0.4397578519991016
multilingual-e5-small,welfare,11,0,0.36458510387445314
M2V_base_glove,rai,Mand,9,0.0723723185025953
potion-base-2M,welfare,4,7,0.2102526911778077
potion-base-2M,welfare,11,7,0.20935791072094745
M2V_base_glove,welfare,4,2,0.029860059040555123
model2vecdk,welfare,1,6,0.40233090092596285
potion-base-8M,welfare,2,0,0.1714663036965334
potion-multilingual-128M,welfare,4,4,0.41574188808556156
xlm-roberta-base,rai,Mand,2,0.15493118736910413
model2vecdk,welfare,11,0,0.40998583000593897
xlm-roberta-large,welfare,2,3,0.07153682258807012
multilingual-e5-small,welfare,4,4,0.348829575617319
m2v-dfm-large,rai,Unknown,5,0.37227781107217023
xlm-roberta-base,welfare,2,5,0.05783003476906481
text-embedding-3-small,rai,Mand,9,0.2963925785201083
multilingual-e5-large-instruct,welfare,3,6,0.5145246667077423
potion-base-4M,rai,Unknown,6,0.09545389952589357
mmBERTscandi-base-embedding,welfare,3,3,0.35630257974342444
snowflake-arctic-embed-l-v2.0,rai,Mand,3,0.3379964972711841
potion-base-8M,rai,Unknown,0,0.0970033058386763
multilingual-e5-small,welfare,2,2,0.34146241594016347
Qwen3-Embedding-Scandi-0.6B,welfare,2,6,0.2856368255900537
snowflake-arctic-embed-l-v2.0,welfare,3,1,0.446917658051945
multilingual-e5-large-instruct,welfare,1,9,0.5430671789584145
multilingual-e5-large-instruct,welfare,2,8,0.5144971997333694
LaBSE,rai,Kvinde,1,0.28702290263334834
EmbeddingGemma-Scandi-300m,rai,Unknown,5,0.3869078049590243
m2v-dfm-large,welfare,4,0,0.3489193742082975
potion-multilingual-128M,rai,Mand,8,0.26768421863473996
text-embedding-3-small,welfare,2,6,0.4562003205694468
Qwen3-Embedding-0.6B,rai,Unknown,9,0.23264691071100127
Qwen3-Embedding-Scandi-0.6B,welfare,1,2,0.3545617365870593
multilingual-e5-large-instruct,rai,Unknown,9,0.45537878395169346
multilingual-e5-small,rai,Mand,2,0.29597697545257035
Qwen3-Embedding-Scandi-0.6B,welfare,4,4,0.30367947893272124
m2v-dfm-large,welfare,11,6,0.3735739442825396
paraphrase-multilingual-mpnet-base-v2,welfare,4,9,0.5247987961461796
xlm-roberta-large,rai,Mand,6,0.12530536655316502
xlm-roberta-large,welfare,3,3,0.15960166510802354
multilingual-e5-base,rai,Kvinde,0,0.2899131776430763
mxbai-embed-large-v1,welfare,1,9,0.23829322046662152
dfm-sentence-encoder-large,welfare,2,4,0.3106329969879458
dfm-sentence-encoder-large,rai,Unknown,9,0.32257952563180375
paraphrase-multilingual-mpnet-base-v2,rai,Mand,2,0.3848744876293697
bge-m3,welfare,3,4,0.43564357600038073
multilingual-e5-small,welfare,2,7,0.3391296658914305
potion-multilingual-128M,welfare,2,9,0.3211361946834744
text-embedding-ada-002,welfare,4,3,0.420570403376849
M2V_base_glove_subword,rai,Mand,9,0.14417717272436767
nb-sbert-base,welfare,4,2,0.4717101224406297
model2vecdk-stem,rai,Kvinde,5,0.29137155945735166
Qwen3-Embedding-Scandi-0.6B,welfare,1,7,0.3519907050971691
Qwen3-Embedding-Scandi-0.6B,welfare,11,3,0.28120696919654464
static-similarity-mrl-multilingual-v1,welfare,1,6,0.36258290617678984
EmbeddingGemma-Scandi-300m,welfare,4,8,0.4997364767543973
text-embedding-3-small,rai,Mand,8,0.2980490736983828
text-embedding-ada-002,welfare,2,7,0.434092186078216
nb-sbert-base,welfare,11,3,0.4843928966328162
M2V_base_glove_subword,welfare,2,6,0.1464273453302805
static-similarity-mrl-multilingual-v1,rai,Unknown,8,0.26498239563157405
LaBSE,welfare,1,4,0.4833474847677421
Qwen3-Embedding-Scandi-0.6B,welfare,3,8,0.2944048262747587
multilingual-e5-large-instruct,welfare,3,2,0.5212980013819843
m2v-dfm-large,rai,Kvinde,2,0.3114323145736027
static-similarity-mrl-multilingual-v1,welfare,11,3,0.3292202299114634
nb-sbert-base,welfare,4,6,0.4710899866945726
text-embedding-3-large,rai,Kvinde,6,0.39114773834743777
multilingual-e5-small,welfare,3,3,0.3574110458143276
bge-m3,welfare,3,9,0.4332600247201874
text-embedding-3-small,welfare,1,8,0.4933359735366492
multilingual-e5-base,welfare,1,7,0.40930968067214674
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0,0.4902249443015464
potion-base-4M,welfare,2,8,0.1690857142044754
bge-m3,welfare,3,1,0.4334952456107773
text-embedding-3-large,welfare,1,4,0.5129914195444212
multilingual-e5-base,welfare,2,5,0.3705257449421966
nb-sbert-base,welfare,11,6,0.4883370709619986
multilingual-e5-small,rai,Unknown,6,0.3024258003515984
bge-m3,rai,Mand,2,0.3169133216176998
xlm-roberta-large,welfare,4,8,0.1778492230626653
LaBSE,rai,Mand,1,0.30492419648908203
text-embedding-3-small,welfare,3,3,0.451881576414614
multilingual-e5-small,rai,Mand,6,0.2964585477102189
potion-base-2M,welfare,1,2,0.1753896635376397
paraphrase-multilingual-mpnet-base-v2,welfare,1,5,0.5690779119994207
model2vecdk,welfare,1,2,0.40152198704784736
dfm-sentence-encoder-large,welfare,4,9,0.35552850606438535
text-embedding-3-small,rai,Kvinde,7,0.32992313007251933
M2V_base_output,welfare,11,4,0.2312388102089856
dfm-sentence-encoder-large,rai,Mand,1,0.280394176977866
snowflake-arctic-embed-l-v2.0,welfare,3,4,0.4544537293835017
xlm-roberta-large,welfare,11,2,0.12586770872035624
M2V_base_glove,rai,Mand,0,0.07021794099909447
m2v-dfm-large,welfare,3,3,0.4048924772889329
xlm-roberta-large,rai,Unknown,2,0.1596046765821665
multilingual-e5-large,rai,Kvinde,5,0.3116577575023477
dfm-sentence-encoder-large,welfare,1,3,0.3430041224028006
bge-m3,rai,Unknown,3,0.3631987830716374
M2V_base_glove_subword,welfare,11,4,0.2359286791667485
xlm-roberta-base,rai,Mand,0,0.15062067600845286
potion-base-8M,rai,Mand,4,0.15105841019755206
Qwen3-Embedding-0.6B,rai,Kvinde,0,0.16626152614166892
multilingual-e5-large-instruct,rai,Mand,1,0.3897795409571868
text-embedding-ada-002,welfare,2,9,0.43712975314152674
EmbeddingGemma-Scandi-300m,welfare,3,0,0.5164238795985348
Qwen3-Embedding-0.6B,welfare,1,6,0.3269465714621009
xlm-roberta-base,rai,Mand,5,0.15218365923450403
potion-multilingual-128M,rai,Mand,9,0.26405091648129264
mxbai-embed-large-v1,welfare,1,4,0.23770995701980582
M2V_base_glove,rai,Unknown,1,0.005039531802295707
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,5,0.40370837656642616
xlm-roberta-base,rai,Kvinde,9,0.1546275156275197
model2vecdk-stem,rai,Mand,9,0.2852369276631661
static-similarity-mrl-multilingual-v1,welfare,2,6,0.3029052766421
dfm-sentence-encoder-large,welfare,4,8,0.35569116341214396
EmbeddingGemma-Scandi-300m,welfare,4,9,0.4947161854842424
potion-multilingual-128M,welfare,11,3,0.42741219207521497
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,9,0.5470800607299982
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,3,0.40454391005693857
mxbai-embed-large-v1,rai,Kvinde,0,0.1763454000991135
LaBSE,welfare,1,8,0.48273744678698827
Qwen3-Embedding-Scandi-0.6B,welfare,3,3,0.29427505702568485
multilingual-e5-base,welfare,11,8,0.34988276231860455
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0,0.40621248727524867
mmBERTscandi-base-embedding,welfare,2,5,0.3517561113958253
potion-base-4M,welfare,3,2,0.1984957998648188
potion-base-8M,rai,Mand,8,0.15420826923714576
model2vecdk-stem,rai,Kvinde,9,0.2917378328895035
bge-m3,rai,Unknown,4,0.3567370200000482
text-embedding-3-large,welfare,4,6,0.4380243271849789
text-embedding-3-small,rai,Mand,1,0.2983009198870088
Qwen3-Embedding-0.6B,welfare,4,7,0.19124306394937654
M2V_base_glove,rai,Unknown,4,0.007091338421516397
paraphrase-multilingual-mpnet-base-v2,welfare,1,1,0.5685970340134167
Qwen3-Embedding-0.6B,rai,Unknown,5,0.2216205911634834
M2V_base_output,rai,Mand,7,0.14599386239484044
multilingual-e5-base,welfare,11,3,0.3542771407700544
M2V_base_glove_subword,rai,Unknown,2,0.0953205970821375
dfm-sentence-encoder-large,welfare,11,1,0.3347264961461632
xlm-roberta-base,welfare,3,5,0.05389622280699422
potion-base-2M,welfare,3,9,0.17184075758949877
multilingual-e5-small,welfare,11,8,0.3705676351893135
multilingual-e5-small,welfare,1,5,0.40776627205289967
model2vecdk-stem,welfare,4,6,0.3192136804722221
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0,0.32606461527241737
model2vecdk,rai,Mand,2,0.27867999708615315
model2vecdk,welfare,11,5,0.4117399277197677
text-embedding-ada-002,welfare,11,7,0.437215123322844
multilingual-e5-small,welfare,1,6,0.41299002664165363
M2V_base_output,welfare,11,7,0.22919551779088312
LaBSE,rai,Mand,8,0.3047223582047258
text-embedding-3-small,rai,Mand,0,0.29669198579630157
model2vecdk-stem,welfare,11,4,0.3864206063984522
potion-base-4M,rai,Kvinde,5,0.11706119565901853
potion-base-8M,welfare,3,2,0.21057130062335225
snowflake-arctic-embed-l-v2.0,welfare,4,1,0.4583987501926753
potion-base-2M,welfare,11,4,0.20464873101048972
multilingual-e5-large,rai,Mand,8,0.30021464064817077
multilingual-e5-large,welfare,3,0,0.39903482343621727
text-embedding-ada-002,welfare,11,6,0.4333120152310548
xlm-roberta-large,welfare,1,7,0.14265349380656991
M2V_base_output,welfare,3,8,0.19687634012966512
model2vecdk,welfare,4,5,0.3684579089245607
multilingual-e5-large,welfare,2,6,0.3975067012219568
Qwen3-Embedding-0.6B,rai,Kvinde,3,0.1657888463533762
potion-base-8M,rai,Mand,2,0.15209466319475998
M2V_base_glove,rai,Kvinde,0,0.013640774819747216
multilingual-e5-large,rai,Kvinde,6,0.31282129142144405
text-embedding-3-large,rai,Unknown,8,0.4480290208783
